Year,Team,Player,+/-,Games played,Points played,Minutes played,O-line points played,+/- O-line,D-line points played,+/- D-line,Touches,Goals,Callahans,Assists,Throws,Throw aways,Stalled's,Passer Penalties (turnovers),Callahaned's (other team scored),Throw %,Catches,Drops,Catch %,Ds,Pulls,Avg Pull Hang Time,OB Pulls
2017,Atlanta Hustle,A Olsen,9,8,160,206.2,88.5,35,71.5,-39,94,12,0,6,82,10,0,0,0,88,90,1,99,2,0,0,0
2017,Atlanta Hustle,A Taylor,16,9,198,223,160,92,38,-9,146,8,0,15,136,4,1,0,0,96,141,3,98,1,0,0,0
2017,Atlanta Hustle,Allan L,21,9,205,250.3,142,76,63,-27,240,10,0,24,228,17,0,0,0,93,170,2,99,6,45,7.2,2
2017,Atlanta Hustle,Anonymous,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,100,0,0,0,1,19,2.2,0
2017,Atlanta Hustle,Archie,0,4,52,57.6,4,-3,48,-27,5,1,0,0,4,1,0,0,0,75,5,0,100,0,0,0,0
2017,Atlanta Hustle,Birdsong,0,2,19,31.6,10,5,9,-9,8,0,0,0,8,0,0,0,0,100,8,0,100,0,0,0,0
2017,Atlanta Hustle,Boecking,6,12,295,353.3,125.5,54,169.5,-87,294,2,0,14,289,22,0,0,1,92,209,3,99,15,34,5.8,1
2017,Atlanta Hustle,Bradham,4,8,102,110.2,3.5,-2,98.5,-68,9,3,0,1,6,0,0,0,0,100,8,1,89,1,0,0,0
2017,Atlanta Hustle,Bush,52,12,279,338.6,238,125,41,-8,154,38,0,24,114,9,0,0,0,92,145,4,97,3,3,6.5,0
2017,Atlanta Hustle,C Olsen,23,10,204.5,265.4,92.5,39,112,-40,196,16,0,18,178,15,0,0,0,92,186,1,99,5,1,7.6,0
2017,Atlanta Hustle,Caldwell,0,2,22,26.9,1,0,21,-13,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2017,Atlanta Hustle,Dylan,21,5,130,153.3,121,68,9,4,246,12,0,28,237,18,1,0,0,92,188,0,100,0,0,0,0
2017,Atlanta Hustle,Gainer,20,9,182,208.1,133,68,49,-21,106,8,0,16,96,9,0,0,0,91,92,1,99,6,0,0,0
2017,Atlanta Hustle,Haskell,6,3,46.5,62.6,20,11,26.5,-19,18,3,0,4,15,4,0,0,0,73,15,0,100,3,4,6.6,0
2017,Atlanta Hustle,Hunter,1,2,12,12.1,2,-1,10,-8,3,1,0,0,2,0,0,0,0,100,3,0,100,0,0,0,0
2017,Atlanta Hustle,Jaime,1,7,81,70.4,6,1,75,-49,10,0,0,2,9,3,0,0,0,67,6,0,100,2,48,5.5,6
2017,Atlanta Hustle,JP Burns,18,13,250,337.7,46.5,8,203.5,-109,96,8,0,13,87,11,0,0,0,87,78,3,96,11,3,3.4,0
2017,Atlanta Hustle,Justin M,2,3,33,46.5,4,-2,29,-21,6,1,0,0,5,1,0,0,0,80,4,0,100,2,0,0,0
2017,Atlanta Hustle,Kelvin,27,13,219,276.1,24.5,-8,194.5,-111,35,14,0,0,19,2,0,0,0,89,31,0,100,15,0,0,0
2017,Atlanta Hustle,Knowles,0,5,59,68.4,9,3,50,-25,23,0,0,0,23,0,0,0,0,100,15,1,94,1,0,0,0
2017,Atlanta Hustle,Kyle S,18,12,242.5,288.6,181,91,61.5,-17,267,8,0,15,257,9,0,0,0,96,198,0,100,4,29,6.3,1
2017,Atlanta Hustle,Lally,21,9,176.5,206.7,49,18,127.5,-59,95,13,0,8,81,9,0,0,0,89,89,1,99,10,35,5.5,2
2017,Atlanta Hustle,Leonard,28,9,205.5,258.5,191,85,14.5,8,349,14,0,24,336,10,0,0,0,97,250,1,100,1,0,0,0
2017,Atlanta Hustle,M Smith,68,13,304,392.6,279.5,151,24.5,8,335,54,0,19,282,7,1,0,0,97,321,4,99,7,0,0,0
2017,Atlanta Hustle,Micah Jo,6,2,35,31.9,32,22,3,-1,17,4,0,3,13,2,0,0,0,85,10,0,100,1,0,0,0
2017,Atlanta Hustle,Newman,1,4,64.5,82.5,15,7,49.5,-27,25,4,0,0,21,5,0,0,0,76,16,1,94,3,1,0,0
2017,Atlanta Hustle,Parker,8,7,148.5,188.3,52.5,7,96,-56,109,5,0,16,105,20,0,0,0,81,69,2,97,9,34,6.4,2
2017,Atlanta Hustle,Sears,20,10,163.5,229.4,22,0,141.5,-80,25,13,0,2,12,0,0,0,0,100,25,0,100,5,0,0,0
2017,Atlanta Hustle,Sperling,1,3,40.5,52.8,20,7,20.5,-12,20,2,0,1,18,2,0,0,0,89,19,0,100,0,0,0,0
2017,Atlanta Hustle,Staber,2,5,91.5,111.6,16,9,75.5,-41,37,2,0,3,34,4,0,0,0,88,24,0,100,1,1,0,0
2017,Atlanta Hustle,Sun,16,12,198,248.2,42.5,16,155.5,-86,129,9,0,12,119,10,0,0,0,92,105,1,99,6,49,6.5,7
2017,Atlanta Hustle,Thor,12,9,118,135.5,24,2,94,-49,43,5,0,5,38,2,0,0,0,95,42,1,98,5,9,5.1,0
2017,Atlanta Hustle,Tree,4,4,50,45.7,5,-1,45,-25,12,1,0,2,11,2,0,0,0,82,8,0,100,3,2,7.1,0
2017,Atlanta Hustle,Trenton,11,10,173.5,225.5,33.5,12,140,-78,46,5,0,1,40,2,0,0,0,95,42,1,98,8,0,0,0
2017,Atlanta Hustle,Vickroy,61,13,309.5,379.1,272.5,143,37,-3,287,41,0,41,244,29,1,0,0,88,264,2,99,11,2,5.9,0
2017,Atlanta Hustle,AVERAGE,14.4,7.4,139.1,,70.5,32.5,68.7,-34.4,99.6,9.1,0,9.1,90.1,6.9,0.1,0,0,87.3,82.2,1,92.9,4.3,9.1,,0.6
2017,Atlanta Hustle,TOTAL,,,,,,,,,3486,317,0,317,3154,240,4,0,1,,2876,34,,149,319,,
2017,Austin Sol,Anonymous,-3,0,0,0,0,0,0,0,17,1,0,1,32,6,0,0,0,81,17,0,100,1,8,3.9,0
2017,Austin Sol,Bautis V,10,10,122,137.4,10,3,112,-47,33,8,0,2,24,2,0,0,0,92,30,1,97,3,5,3.4,0
2017,Austin Sol,Bennet M,34,10,212,236.3,170,89,42,-3,142,25,1,16,117,10,0,0,0,91,134,1,99,4,2,6,0
2017,Austin Sol,Best J,10,11,217,265.3,78,24,139,-70,241,6,0,11,235,19,0,0,0,92,186,0,100,12,26,5.8,3
2017,Austin Sol,Biersc M,22,9,168,189.3,123,57,45,-23,104,16,0,17,87,11,0,0,0,87,93,3,97,3,1,6.6,0
2017,Austin Sol,Bigley R,5,1,20.5,19.4,2.5,2,18,-7,9,0,0,2,9,0,0,0,0,100,5,0,100,3,0,0,0
2017,Austin Sol,Brooks C,0,1,14,19.2,7,2,7,-2,14,0,0,0,14,0,0,0,0,100,13,0,100,0,1,7.8,0
2017,Austin Sol,Cecil J,9,6,90,102.9,11.5,0,78.5,-22,30,4,0,2,25,2,0,0,0,92,26,1,96,6,1,1.4,0
2017,Austin Sol,Cunnin C,22,12,325.5,405.6,126.5,32,199,-92,267,9,0,37,255,34,0,0,0,87,210,5,98,15,143,5.9,15
2017,Austin Sol,Daftar K,2,4,40,33.2,0,0,40,-17,4,2,0,0,2,1,0,0,0,50,4,0,100,1,0,0,0
2017,Austin Sol,Davis A,9,7,146.5,151.4,76,32,70.5,-31,146,10,0,14,134,17,1,0,0,87,104,0,100,3,9,5.2,0
2017,Austin Sol,Deneco C,39,7,149,177.4,133,59,16,7,164,33,0,12,130,4,0,0,0,97,161,3,98,1,0,0,0
2017,Austin Sol,Dial B,2,7,73,74,8,-4,65,-46,11,1,0,1,10,3,0,0,0,70,9,0,100,3,2,3.8,0
2017,Austin Sol,Frohli J,2,4,53,65.5,4.5,0,48.5,-13,36,0,0,3,34,4,0,0,0,88,29,0,100,3,1,1.5,0
2017,Austin Sol,Graman B,-2,2,26,41.6,14.5,0,11.5,-6,29,1,0,1,29,5,0,0,0,83,19,0,100,1,3,5.6,0
2017,Austin Sol,Hays M,29,11,227.5,308.1,70.5,16,157,-75,85,19,0,8,65,7,0,0,0,89,76,1,99,10,0,0,0
2017,Austin Sol,Henke K,7,2,41.5,46.2,7,3,34.5,-14,10,5,0,2,5,0,0,0,0,100,10,0,100,0,1,6.6,0
2017,Austin Sol,Kinney L,1,1,16,25.3,3,1,13,-2,16,0,0,1,16,0,0,0,0,100,14,0,100,0,0,0,0
2017,Austin Sol,Loskor J,16,5,110,145.5,75,40,35,1,221,2,0,19,217,10,1,0,0,95,187,2,99,8,0,0,0
2017,Austin Sol,Matthi M,22,9,197.5,272,86.5,13,111,-53,137,12,0,13,124,12,0,0,0,90,123,1,99,10,1,6.3,1
2017,Austin Sol,Mock N,10,8,115,108.6,36.5,8,78.5,-40,35,5,0,5,28,3,0,0,0,89,32,1,97,4,1,5,0
2017,Austin Sol,Moore E,8,4,50,65.9,4.5,0,45.5,-12,17,4,1,2,13,2,0,0,0,85,16,0,100,4,0,0,0
2017,Austin Sol,Mosola L,6,11,122.5,141.2,7.5,3,115,-69,28,5,0,3,23,2,0,0,0,91,25,3,89,3,0,0,0
2017,Austin Sol,Naji S,3,5,68,83,12.5,4,55.5,-12,32,1,1,2,30,1,0,0,0,97,22,0,100,1,0,0,1
2017,Austin Sol,Orloff R,13,10,205,252.2,81.5,10,123.5,-67,134,10,0,5,123,7,0,0,0,94,98,0,100,5,9,4.8,0
2017,Austin Sol,Pollac E,14,5,74.5,95.6,57,18,17.5,-2,69,10,0,6,59,3,0,0,0,95,68,2,97,3,0,0,0
2017,Austin Sol,Purcel R,15,9,214,234.8,161,80,53,-13,362,13,0,23,349,18,0,0,0,95,240,4,98,1,3,4.1,0
2017,Austin Sol,Reinha J,-4,5,65,62.6,4,0,61,-48,22,0,0,0,21,4,0,0,0,81,18,2,90,2,45,6.5,5
2017,Austin Sol,Richar D,27,9,210,258,159,80,51,-14,360,25,0,20,333,15,2,0,0,95,304,3,99,2,8,5.3,0
2017,Austin Sol,Sany N,8,6,105,102.3,71,45,34,-16,46,5,0,4,42,2,0,0,0,95,43,0,100,1,1,5.1,0
2017,Austin Sol,Schafe J,-6,10,209.5,230.9,177,87,32.5,-6,301,5,0,24,296,33,2,0,0,88,251,2,99,2,6,5.1,0
2017,Austin Sol,Starke P,-6,2,33,48.2,30,7,3,-1,82,0,0,5,81,11,0,0,0,86,60,1,98,1,0,0,0
2017,Austin Sol,Vargas C,1,4,63.5,89.5,48.5,22,15,-6,88,3,0,4,84,4,1,0,0,94,64,1,98,0,5,5.8,0
2017,Austin Sol,Walch A,28,11,277.5,350,202,96,75.5,-22,207,21,0,7,185,6,0,0,0,97,201,5,98,11,0,0,0
2017,Austin Sol,Walter M,30,10,204,267.3,89.5,32,114.5,-44,107,18,0,7,89,6,0,0,0,93,99,1,99,12,2,3.8,0
2017,Austin Sol,Wilder C,25,6,146.5,175.6,97,29,49.5,-27,83,14,0,11,69,2,0,0,0,97,80,2,98,4,0,0,0
2017,Austin Sol,AVERAGE,11.3,6.5,122.6,,62.4,24.7,60.2,-25.4,102.5,8.1,0.1,8.1,94.1,7.4,0.2,0,0,90.1,85.3,1.3,98.4,4,7.9,,0.7
2017,Austin Sol,TOTAL,,,,,,,,,3689,293,3,290,3389,266,7,0,0,,3071,45,,143,284,,25
2017,Chicago Wildfire,Anonymous,1,0,0,0,0,0,0,0,25,3,0,3,35,4,0,0,0,89,16,1,94,0,6,3.3,1
2017,Chicago Wildfire,Champe,9,8,130,176.1,52,11,78,-30,139,8,0,13,130,17,0,0,0,87,116,3,97,8,7,4,0
2017,Chicago Wildfire,Egan,14,10,105,144.1,26,6,79,-38,57,11,0,1,45,2,0,0,0,96,55,1,98,5,0,0,0
2017,Chicago Wildfire,Gallaghe,2,5,87,118.3,66,19,21,-1,155,3,0,6,152,9,0,0,0,94,124,0,100,2,0,0,0
2017,Chicago Wildfire,Janas,14,12,322.5,518.8,248.5,68,74,7,874,9,0,71,868,66,0,0,0,92,725,6,99,6,35,4.2,0
2017,Chicago Wildfire,Johnson,19,12,238.5,386.8,195,45,43.5,10,157,20,0,6,136,8,0,0,0,94,153,6,96,7,0,0,0
2017,Chicago Wildfire,Kingma,9,6,87.5,134.6,31.5,3,56,-28,34,4,0,4,28,3,0,0,0,89,31,0,100,4,0,0,0
2017,Chicago Wildfire,Kluender,7,8,92.5,130.4,19,10,73.5,-40,44,7,0,1,36,6,0,0,0,83,37,2,95,7,58,5.4,7
2017,Chicago Wildfire,Kuhl,-17,10,158,236.1,60,32,98,-46,207,0,0,9,205,21,1,0,0,89,173,5,97,1,14,5,1
2017,Chicago Wildfire,Levorsen,2,3,12.5,21.4,0,0,12.5,-6,3,0,0,1,3,0,0,0,0,100,3,0,100,1,0,0,0
2017,Chicago Wildfire,Miller,13,10,193,302.7,168,30,25,6,176,14,0,15,161,18,0,0,0,89,173,1,99,3,0,0,0
2017,Chicago Wildfire,Newman,2,8,126.5,175.8,34,5,92.5,-45,102,4,0,6,98,6,0,0,0,94,86,3,97,1,4,4.7,0
2017,Chicago Wildfire,O'Brien,25,12,190.5,255.4,86,22,104.5,-32,135,13,0,16,121,11,0,0,0,91,113,2,98,9,0,0,0
2017,Chicago Wildfire,Pardo,68,12,280,445.4,219,51,61,6,257,61,0,16,195,19,1,0,0,90,247,9,96,20,0,0,0
2017,Chicago Wildfire,Phelps,-1,8,108,138.5,22,0,86,-50,71,1,0,2,71,6,0,0,0,92,56,2,97,4,0,0,0
2017,Chicago Wildfire,Rathunde,6,6,58,71.6,5,-2,53,-15,20,3,0,3,14,1,0,0,0,93,19,0,100,1,0,0,0
2017,Chicago Wildfire,Robin,-4,8,93.5,126.1,15.5,-6,78,-37,68,1,0,4,66,9,0,0,1,86,50,2,96,2,2,4.5,1
2017,Chicago Wildfire,Rummel,12,9,153,254,111,34,42,-5,171,14,0,6,157,8,0,0,0,95,151,4,97,4,1,6.9,0
2017,Chicago Wildfire,Shey,4,4,74.5,121,46.5,2,28,-11,37,3,0,2,33,1,0,0,0,97,36,2,95,2,0,0,0
2017,Chicago Wildfire,Sykora,0,10,135.5,163.8,34.5,6,101,-34,86,2,0,4,83,8,0,0,0,90,72,3,96,5,26,4.9,2
2017,Chicago Wildfire,Trotter,-4,12,238,383.3,203,48,35,10,520,5,0,9,515,20,0,0,0,96,410,4,99,6,0,0,0
2017,Chicago Wildfire,Uber,0,1,22,41,4,0,18,-14,10,0,0,0,10,0,0,0,0,100,9,0,100,0,0,0,0
2017,Chicago Wildfire,Vock,17,10,135,160.5,36,10,99,-39,64,9,0,2,55,1,0,0,0,98,57,1,98,8,68,5,5
2017,Chicago Wildfire,Von,12,10,154,223.3,52,11,102,-59,80,5,0,4,74,1,1,0,0,97,76,5,94,10,1,5.6,0
2017,Chicago Wildfire,Weis,34,9,192.5,264.4,104,36,88.5,-19,146,18,1,8,128,7,0,0,0,95,137,2,99,17,13,3.7,0
2017,Chicago Wildfire,Woods,-2,9,152,221.7,65,2,87,-42,239,3,0,6,236,11,0,0,0,95,190,3,98,3,0,0,0
2017,Chicago Wildfire,Zeman,12,7,102.5,156.9,17.5,-6,85,-43,43,6,0,4,36,5,0,0,0,86,36,0,100,7,0,0,0
2017,Chicago Wildfire,Zhao,3,7,111,121.5,47,11,64,-35,124,5,0,9,118,12,1,0,0,89,106,1,99,3,1,3.4,0
2017,Chicago Wildfire,AVERAGE,9.2,8.1,134,,70.3,16,63.8,-22.5,144.4,8.3,0,8.3,136,10,0.1,0,0,92.4,123.5,2.4,97.6,5.2,8.4,,0.6
2017,Chicago Wildfire,TOTAL,,,,,,,,,4044,232,1,231,3809,280,4,0,1,,3457,68,,146,236,,17
2017,DC Breeze,Alan K,29,8,169,278.8,136,71,33,7,275,15,0,26,258,17,1,0,0,93,244,4,98,10,0,0,0
2017,DC Breeze,Anonymous,-3,0,0,0,0,0,0,0,5,0,0,0,13,3,0,0,0,77,2,0,100,0,16,3.9,2
2017,DC Breeze,Austin B,3,12,211.5,277.8,59.5,18,152,-70,168,3,0,15,165,16,2,0,0,89,128,1,99,4,74,5.8,5
2017,DC Breeze,Brian M,20,7,109,150.6,20.5,9,88.5,-32,59,11,0,7,46,3,1,0,0,91,56,2,97,8,19,5.9,1
2017,DC Breeze,Chuck C,44,13,232,330.1,95,35,137,-27,152,28,0,12,123,5,1,0,0,95,147,1,99,11,4,5.8,1
2017,DC Breeze,Cory B,4,5,54,60.8,4,-2,50,-20,17,0,0,1,17,0,0,0,0,100,14,0,100,3,0,0,0
2017,DC Breeze,David B,18,13,236,326.6,55.5,20,180.5,-60,254,8,0,17,245,18,0,0,0,93,161,3,98,14,33,5.5,1
2017,DC Breeze,David BK,10,5,74.5,90.7,7.5,-1,67,-24,13,3,0,1,10,0,0,0,0,100,10,0,100,6,1,8.1,0
2017,DC Breeze,David C,18,7,130.5,174.4,44,15,86.5,-28,76,6,0,10,69,6,0,0,0,91,70,3,96,11,1,0,0
2017,DC Breeze,David S,8,11,155,190.5,21,4,134,-50,86,6,0,7,79,8,0,0,0,90,67,1,99,4,1,6.3,0
2017,DC Breeze,Eric M,6,6,95,106.4,23.5,9,71.5,-23,40,6,0,2,34,3,0,0,0,91,39,1,98,2,0,0,0
2017,DC Breeze,Jeff W,33,10,196,280.3,161,86,35,4,196,29,0,18,166,19,0,0,0,89,194,1,99,6,0,0,0
2017,DC Breeze,Joe F,12,4,66,101.6,38,25,28,-13,48,10,0,5,38,3,0,0,0,92,47,1,98,1,0,0,0
2017,DC Breeze,Joe R,5,5,74,110.7,11,2,63,-9,25,7,0,1,17,6,0,0,0,65,24,4,86,7,0,0,0
2017,DC Breeze,John A,12,9,131,159.9,9.5,-8,121.5,-40,41,6,0,2,35,1,0,0,0,97,38,1,97,6,1,0,0
2017,DC Breeze,John W,6,7,95,123.2,6,-1,89,-27,39,7,0,1,32,4,0,0,0,88,39,0,100,2,0,0,0
2017,DC Breeze,Jon N,-3,12,224.5,311.1,179,97,45.5,4,359,8,0,14,350,26,1,0,0,92,259,2,99,4,5,5.6,0
2017,DC Breeze,Jonny M,0,2,16.5,20.7,4.5,-1,12,-6,11,1,0,0,10,1,0,0,0,90,9,1,90,1,0,0,0
2017,DC Breeze,Justin S,5,4,57,77.9,39.5,20,17.5,-11,30,1,0,4,29,0,0,0,0,100,28,0,100,0,0,0,0
2017,DC Breeze,Keven M,1,6,81.5,95.6,7,-1,74.5,-34,37,2,0,2,35,3,0,0,0,91,34,3,92,3,0,0,0
2017,DC Breeze,Lloyd B,32,12,251,359.5,191.5,111,59.5,3,424,13,0,25,415,18,0,0,0,96,340,0,100,12,0,0,0
2017,DC Breeze,Marcus T,12,9,138.5,157.5,29,10,109.5,-44,45,6,0,3,37,2,0,0,0,95,39,1,98,6,0,0,0
2017,DC Breeze,Markha S,18,7,125.5,179.8,104,54,21.5,2,130,12,0,11,117,7,0,0,0,94,115,0,100,2,12,6.2,0
2017,DC Breeze,Matt K,14,7,113.5,145,101,62,12.5,6,102,8,0,8,94,3,0,0,0,97,96,2,98,3,0,0,0
2017,DC Breeze,Max C,44,11,197.5,279.6,174,98,23.5,12,241,37,0,24,203,20,1,0,0,90,211,2,99,6,4,5.6,0
2017,DC Breeze,Nate C,6,4,68,89.3,30,16,38,-14,53,3,0,5,49,4,0,0,0,92,41,0,100,2,29,6.1,1
2017,DC Breeze,Nathan P,6,9,150,207.4,106,62,44,-12,258,3,0,8,256,5,0,0,0,98,186,1,99,1,5,6.5,0
2017,DC Breeze,Rico J,28,12,245.5,298.1,68.5,18,177,-69,113,19,0,5,94,7,0,0,0,93,105,4,96,15,32,5.9,4
2017,DC Breeze,Rowan M,43,11,253,337.4,73,20,180,-61,218,17,0,27,199,15,1,1,0,91,193,1,99,17,80,5.9,7
2017,DC Breeze,Ryan N,6,4,50,69.5,39,15,11,-5,43,3,0,5,40,3,0,0,0,93,30,1,97,2,0,0,0
2017,DC Breeze,Ryan S,9,11,148.5,183.4,21,2,127.5,-50,48,4,0,6,42,3,0,0,0,93,43,3,93,5,0,0,0
2017,DC Breeze,Troy H,7,3,49,57.5,8,0,41,-12,21,3,1,3,17,0,0,0,0,100,19,1,95,2,0,0,0
2017,DC Breeze,Tyler M,39,8,159,234.3,140,85,19,4,217,23,0,37,194,17,0,0,0,91,210,6,97,2,0,0,0
2017,DC Breeze,Zach N,4,2,36,51.9,31,11,5,5,48,2,0,2,48,0,0,0,0,100,34,0,100,0,0,0,0
2017,DC Breeze,Zander T,4,4,65,92.5,49,26,16,-2,67,5,0,0,62,0,0,0,0,100,58,2,97,1,0,0,0
2017,DC Breeze,AVERAGE,14.3,7.4,127.4,,59.6,28.2,67.7,-19.9,113.1,9,0,9,103.9,7,0.2,0,0,92.5,95.1,1.5,97.5,5.1,9.1,,0.6
2017,DC Breeze,TOTAL,,,,,,,,,3959,315,1,314,3638,246,8,1,0,,3330,53,,179,317,,22
2017,Dallas Roughnecks,Abe,48,11,262.5,377.9,205.5,114,57,-8,239,32,0,33,206,16,0,0,0,92,219,4,98,3,28,6.5,0
2017,Dallas Roughnecks,Anonymous,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,100,3,0,100,0,1,0,1
2017,Dallas Roughnecks,Ashton,3,4,32,33.1,0,0,32,-19,2,1,0,0,1,0,0,0,0,100,2,0,100,2,0,0,0
2017,Dallas Roughnecks,Casey,15,10,165.5,221,82.5,45,83,-22,122,9,0,6,113,5,0,0,0,96,83,0,100,5,0,0,0
2017,Dallas Roughnecks,Chris L,27,10,164.5,231.6,9,-1,155.5,-46,87,16,0,6,71,3,0,0,0,96,86,1,99,9,0,0,0
2017,Dallas Roughnecks,Dalton,43,11,267,409.2,115.5,66,151.5,-30,289,19,0,34,268,18,0,0,0,93,247,2,99,10,2,3.2,0
2017,Dallas Roughnecks,Danimal,19,8,117,194.2,11.5,2,105.5,-16,47,11,0,3,36,6,0,0,0,83,45,2,96,13,2,3.9,0
2017,Dallas Roughnecks,Dylan,47,7,207.5,281,148.5,91,59,-23,245,26,0,30,218,9,1,0,0,95,210,3,99,4,8,6.4,2
2017,Dallas Roughnecks,Gabe,2,2,27.5,34.9,0,0,27.5,-11,6,2,0,0,4,2,0,0,0,50,5,0,100,2,1,2.9,0
2017,Dallas Roughnecks,Hudspith,2,4,51.5,48.5,0,0,51.5,-21,5,1,0,1,4,0,0,0,0,100,5,0,100,0,0,0,0
2017,Dallas Roughnecks,Jack,0,1,7.5,5.8,0,0,7.5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Dallas Roughnecks,Jake,8,4,43,48.8,1,0,42,-3,15,5,0,2,10,0,0,0,0,100,14,1,93,2,0,0,0
2017,Dallas Roughnecks,Jason,15,11,172.5,211.3,2,0,170.5,-54,71,8,0,4,62,4,0,0,0,94,68,0,100,7,0,0,0
2017,Dallas Roughnecks,Jay,67,12,260,378.2,83,48,177,-32,179,40,0,17,138,12,0,1,0,91,171,1,99,24,4,5.3,0
2017,Dallas Roughnecks,Jimmy,32,10,298,437,228,130,70,-2,359,25,0,34,331,36,1,0,0,89,331,4,99,14,45,6.9,2
2017,Dallas Roughnecks,Joel,1,2,21,25,0,0,21,-8,11,1,0,0,10,1,0,0,0,90,11,1,92,2,0,0,0
2017,Dallas Roughnecks,Kai,40,10,245,334.3,210,123,35,4,173,25,0,17,148,12,1,0,0,91,167,3,98,14,0,0,0
2017,Dallas Roughnecks,Kevin,-6,6,79,120.4,0,0,79,-29,67,1,0,1,66,9,0,0,0,86,45,1,98,2,4,4.6,0
2017,Dallas Roughnecks,Lewis,7,8,129.5,187.4,5.5,1,124,-29,46,5,0,1,41,5,0,0,0,88,44,3,94,9,0,0,0
2017,Dallas Roughnecks,Lohre,13,4,98,126.2,71,51,27,-4,91,11,0,7,79,4,0,0,0,95,81,3,96,2,4,5.4,0
2017,Dallas Roughnecks,Matt B,7,11,232,349.1,19.5,4,212.5,-58,307,3,0,23,305,30,0,0,0,90,226,2,99,13,181,5.6,9
2017,Dallas Roughnecks,Matty J,12,10,138.5,192,5.5,3,133,-42,76,7,0,3,67,3,0,0,0,96,65,0,100,5,1,0,0
2017,Dallas Roughnecks,Mazur,19,10,259.5,388.5,205.5,117,54,-4,456,13,0,31,443,27,1,0,0,94,338,1,100,4,30,6.2,0
2017,Dallas Roughnecks,Muffin,3,12,274,387.5,255,151,19,5,535,8,0,28,530,39,0,0,1,93,361,1,100,7,1,7.3,1
2017,Dallas Roughnecks,Patrick,2,9,109,125.3,1.5,2,107.5,-48,33,1,0,2,30,4,0,0,0,87,28,0,100,3,11,5.8,0
2017,Dallas Roughnecks,Paul,0,2,16.5,14.1,0,0,16.5,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Dallas Roughnecks,Reid,10,11,172.5,214.2,3,1,169.5,-80,40,7,0,3,33,4,0,0,0,88,37,2,95,6,0,0,0
2017,Dallas Roughnecks,Stanley,33,9,181,258.1,142,84,39,2,139,22,0,16,116,7,1,0,0,93,132,1,99,4,0,0,0
2017,Dallas Roughnecks,Steven,2,2,22.5,23.2,1,0,21.5,-13,10,0,0,1,10,0,0,0,0,100,8,0,100,1,0,0,0
2017,Dallas Roughnecks,Thomas,26,6,117.5,197.5,94,61,23.5,9,114,15,0,10,99,2,0,0,0,98,113,2,98,5,0,0,0
2017,Dallas Roughnecks,Yetti,2,1,14.5,10.9,2,-1,12.5,-6,5,1,0,0,3,0,0,0,0,100,4,0,100,1,0,0,0
2017,Dallas Roughnecks,Zach,7,6,85.5,130.4,1.5,0,84,-20,32,1,0,3,29,0,0,0,0,100,27,2,93,5,0,0,0
2017,Dallas Roughnecks,AVERAGE,15.8,7,133.5,,59.5,34.1,74,-19.5,118.9,9.9,0,9.9,108.8,8.1,0.2,0,0,86.5,99.3,1.3,92,5.6,10.1,,0.5
2017,Dallas Roughnecks,TOTAL,,,,,,,,,3804,316,0,316,3480,258,5,1,1,,3176,40,,178,323,,15
2017,Detroit Mechanix,Adnan,-1,6,77.5,92.8,13,-4,64.5,-39,27,2,0,1,26,7,0,0,0,73,19,2,90,5,13,6.8,0
2017,Detroit Mechanix,Anonymous,1,1,1,0.1,1,0,0,0,8,0,0,3,15,1,0,0,0,93,3,1,75,0,12,1.5,0
2017,Detroit Mechanix,Austin,-2,6,138.5,227.6,113,29,25.5,-5,275,1,0,21,280,26,0,0,0,91,205,2,99,4,6,3.4,0
2017,Detroit Mechanix,Billy,-1,3,35,36.9,13,-4,22,-11,11,0,0,0,11,2,0,0,0,82,8,0,100,1,16,6.6,0
2017,Detroit Mechanix,Bobby,5,5,77.5,113.5,29,2,48.5,-26,32,7,0,1,25,6,0,0,0,76,29,0,100,3,13,0,0
2017,Detroit Mechanix,Bones,-15,6,124,179.8,58.5,-6,65.5,-31,226,1,0,13,224,31,0,0,0,86,165,1,99,3,5,0,0
2017,Detroit Mechanix,Brendan,1,1,8,10.8,1,0,7,-1,2,1,0,0,1,0,0,0,0,100,2,0,100,0,4,0,0
2017,Detroit Mechanix,Bubbles,10,5,97.5,126.1,23,-2,74.5,-36,30,5,0,1,25,5,0,0,0,80,28,1,97,10,66,5.6,0
2017,Detroit Mechanix,Burke,6,3,48,74.3,37,11,11,0,15,5,0,2,9,1,0,0,0,89,13,2,87,2,0,0,0
2017,Detroit Mechanix,Charlie,1,2,32,38.3,10,3,22,-10,10,2,0,1,8,2,0,0,0,75,10,1,91,1,0,0,0
2017,Detroit Mechanix,Coley,3,4,60.5,85.6,43.5,15,17,-4,85,3,0,4,81,6,0,0,0,93,49,0,100,2,0,0,0
2017,Detroit Mechanix,Dagher,-3,4,73,124.3,56.5,10,16.5,-4,116,1,0,3,115,6,0,0,0,95,95,3,97,2,0,0,0
